source	forward	forward	forward	forward	forward	forward	backward	backward	backward	backward	backward	backward
jupička	Jupička	Jupička	Jupička	Юпичка	Jupička	Jupička	Jupička	#VALUE!	Jupička	Jo	Jupička	Jupička
jaderníček	nucleus	Kern	kern	ядро	núcleo	noyau	jádro	#VALUE!	jádro	jádro	jádro	jádro
jamčička	jam	Marmelade	jam	варенье	mermelada	Confiture	džem	#VALUE!	džem	džem	džem	Džem
jamička	jing	Jing	jing	джинг	jing	jing	Jing	#VALUE!	Jing	Jing	Jing	Jing
jitrnička	sausage	Würstchen	worst	колбаса	embutido	saucisson	klobása	#VALUE!	klobása	klobása	klobása	klobása
jídelníček	menu	Speisekarte	menu	меню	menú	menu	Jídelní lístek	Jídelní lístek	Jídelní lístek	Jídelní lístek	Jídelní lístek	Jídelní lístek
jílek	rye grass	Roggengras	rogge gras	ржаная трава	hierba de centeno	ivraie	jílek	Jílek	jílek	jílek	jílek	tára
jídelnička	canteen	Kantine	kantine	столовая	cantina	cantine	jídelna	#VALUE!	jídelna	jídelna	jídelna	jídelna
důchodek	pension	die Pension	pensioen	пенсия	pensión	Pension	důchod	Důchod	důchod	důchod	důchod	Důchod
chodbička	corridor	Gang	hal	коридор	corredor	couloir	koridor	#VALUE!	hala	chodba	běžec	koridor
chodníček	sidewalk	Bürgersteig	stoep	тротуар	acera	trottoir	chodník	chodník	chodník	chodník	chodník	obrubník
obchodníček	trader	Händler	handelaar	трейдер	comerciante	Commerçant	obchodník	#VALUE!	obchodník	obchodník	podnikatel	Obchodník
obchůdek	shop	Geschäft	winkel	магазин	tienda	magasin	prodejna	#VALUE!	ukládat	skóre	ukládat	ukládat
obchůdeček	shop	Geschäft	winkel	магазин	tienda	magasin	prodejna	#VALUE!	ukládat	skóre	ukládat	ukládat
nedochůdčátko	node	Knoten	knooppunt	узел	nodo	nœud	uzel	#VALUE!	uzel	Uzel	uzel	uzel
schůzka	meeting	treffen	ontmoeting	встреча	reunión	Rencontre	Setkání	#VALUE!	Setkání	Setkání	Setkání	Setkat
schodek	deficit	Defizit	tekort	дефицит	déficit	déficit	deficit	#VALUE!	nedostatek	deficit	deficit	deficit
schodeček	stem	Stengel	stang	корень	provenir	tige	zastavit	#VALUE!	Tyč	vykořenit	zastavit	zastavit
schodišťátko	staircase	Treppe	trappenhuis	лестница	escalera	escalier	schodiště	#VALUE!	schodiště	schody	žebřík	schody
schůdek	step	Schritt	stap	шаг	paso	marcher	krok	#VALUE!	krok	krok	krok	Procházka
schůdeček	steps	Schritte	stappen	шаги	pasos	pas	kroky	#VALUE!	kroky	Kroky	Kroky	ne
záchodek	urinal	Urinal	urinoir	писсуар	urinario	urinoir	pisoár	#VALUE!	pisoár	pisoár	moč	pisoár
kablík	cable	Kabel	kabel	кабель	cable	câble	kabel	#VALUE!	kabel	kabel	kabel	kabel
kabelka	handbag	Handtasche	handtas	сумочка	bolso	Sac à main	kabelka	peněženka	kabelka	kabelka	kabelka	Kabelka
kabinka	cabin	Kabine	cabine	кабина	cabina	cabine	chata	#VALUE!	chata	chata	chata	chata
kabátek	jacket	Jacke	jasje	пиджак	chaqueta	veste	Bunda	#VALUE!	Bunda	Blejzr	Bunda	Bunda
kachlička	tile	Fliese	tegel	кафельная плитка	teja	tuile	dlaždice	#VALUE!	dlaždice	dlaždice	střešní taška	dlaždice
kachlík	tile	Fliese	tegel	кафельная плитка	teja	tuile	dlaždice	#VALUE!	dlaždice	dlaždice	střešní taška	dlaždice
kachlíček	tile	Fliese	tegel	кафельная плитка	teja	tuile	dlaždice	#VALUE!	dlaždice	dlaždice	střešní taška	dlaždice
kachnička	duck	Ente	eend	утка	pato	canard	kachna	#VALUE!	a d	kachna	kachna	kachna
kachňátko	duckling	Entlein	eendje	утенок	anadón	caneton	kachňátko	#VALUE!	kachňátko	kachňátko	kachňátko	kachňátko
kahánek	bay	Bucht	baai	залив	bahía	la baie	záliv	#VALUE!	záliv	Záliv	záliv	zátoka
kalendářík	calendar	Kalender	kalender	календарь	calendario	calendrier	kalendář	#VALUE!	kalendář	kalendář	kalendář	kalendář
kalendáříček	calendar	Kalender	kalender	календарь	calendario	calendrier	kalendář	#VALUE!	kalendář	kalendář	kalendář	kalendář
kalhotky	panties	Höschen	slipje	трусики	bragas	culotte	kalhotky	#VALUE!	kalhotky	kalhotky	kalhotky	drzý
zákalek	shock	Schock	schok	шок	choque	choc	šokovat	#VALUE!	šokovat	šokovat	šokovat	šokovat
kalíšek	cup	Tasse	beker	чашка	taza	Coupe	pohár	#VALUE!	pohár	pohár	Miska	Useknutý
kamarádíček	friend	Freund	vriend	друг	amigo	ami	příteli	#VALUE!	příteli	příteli	kámo	příteli
kamerka	camera	Kamera	camera	камера	cámara	caméra	Fotoaparát	#VALUE!	Fotoaparát	Fotoaparát	Fotoaparát	Fotoaparát
kamizolka	tam	Tam	tam	там	tam	tam	Tam	#VALUE!	krotit	tam	Tam	Tam
kamínka	stove	Herd	fornuis	печь	estufa	le fourneau	sporák	#VALUE!	trouba	upéct	sporák	pec
sporáček	spor	spor	spor	спор	espor	gêne	Spor	#VALUE!	Spor	spor	je	v rozpacích
kamrlíček	damp	Feuchte	vochtig	влажный	húmedo	humide	vlhký	#VALUE!	vlhký	mokrý	mokrý	mokrý
kamzíček	chamois	Chamois	gemie	Кимлуа	gamuza	chamois	kamzík	#VALUE!	Gemie	Kimelia	semiš	kamzík
kanapátko	canapon	Canapon	canapon	Канапон	canon	canapon	canupon	#VALUE!	canupon	Canupon	Kaňon	canupon
kanapíčko	canapon	Canapon	canapon	Канапон	canon	canapon	canupon	#VALUE!	canupon	Canupon	Kaňon	canupon
kancelářička	office	Büro	kantoor	офис	oficina	Bureau	kancelář	#VALUE!	kancelář	kancelář	kancelář	Lavice
kaneček	boar	Eber	zwijn	кабан	Jabali	sanglier	kanec	#VALUE!	svině	kanec	Divoké prase	Kanec
kančík	boar	Eber	zwijn	кабан	Jabali	sanglier	kanec	#VALUE!	svině	kanec	Divoké prase	Kanec
kantůrek	moth	Motte	mot	моль	polilla	papillon	mol	#VALUE!	mol	mol	mol	motýl
kanálek	channel	Kanal	kanaal	канал	canal	canaliser	kanál	#VALUE!	kanál	kanál	kanál	kanál
kanárek	canary	Kanarienvogel	kanarie	канарейка	canario	canari	kanárek	kanárek	kanárek	kanárek	Kanárek	kanárek
kanýrek	ribbon	Schleife	lintje	лента	cinta	ruban	stuha	#VALUE!	stuha	stuha	čelenka	stuha
kapelka	band	Band	band	группа	banda	bande	kapela	#VALUE!	kapela	Skupina	kapela	ovázaný
kapilárka	capillary	kapillar	capillair	капилляр	capilar	capillaire	kapilární	#VALUE!	kapilární	kapilární	kapilární	kapilární
kapitolka	chapter	Kapitel	hoofdstuk	глава	capítulo	chapitre	kapitola	#VALUE!	kapitola	kapitola	kapitola	kapitola
podkapitolka	subchapter	Unterkapitel	hoofdstuk	подраздел	subcapítulo	sous-chapitre	podkapitola	Podkapitola	kapitola	pododdíl	Podkapitola	dílčí kapitola
kapitálka	capital	Hauptstadt	hoofdstad	столица	capital	Capitale	hlavní město	hlavní město	hlavní město	hlavní město	hlavní město	Hlavní město
kapitánek	chapter	Kapitel	hoofdstuk	глава	capítulo	chapitre	kapitola	#VALUE!	kapitola	kapitola	kapitola	kapitola
kapička	droplet	Tröpfchen	druppel	капля	gotita	gouttelette	kapička	#VALUE!	pokles	kapka	kapička	kapička
kapénka	globule	Kügelchen	bolletje	глобула	glóbulo	globule	kulička	#VALUE!	Boll	kulička	krevní buňky	kulička
kaplánek	chap	Kerl	kerel	глава	cap	type	Chap	#VALUE!	kámo	kapitola	Chap	druh
kaplička	chapel	Kapelle	kapel	часовня	capilla	chapelle	kaple	#VALUE!	kaple	kaple	kaple	Kaple
kapotka	hood	Kapuze	kap	капот	capucha	capot	kapuce	#VALUE!	kapuce	kapuce	kapuce	kapuce
kapřík	carpon	Karpon	Carpon	карпон	carpón	carpon	Carpon	#VALUE!	Carpon	Carpon	Carpon	Carpon
kapříček	carp	Karpfen	karper	карп	carpa	carpe	kapr	#VALUE!	kapr	kapr	stan	kapr
kapradinka	fern	Farn	varen	папоротник	helecho	fougère	kapradina	#VALUE!	plachta	kapradina	kapradina	kapradina
kapesníček	pocket	Tasche	zak-	карман	bolsillo	poche	kapsa	#VALUE!	Taška-	kapsa	kapsa	pošírován
kapsička	pocket	Tasche	zak-	карман	bolsillo	poche	kapsa	#VALUE!	Taška-	kapsa	kapsa	pošírován
kapslička	capsule	Kapsel	capsule	капсула	cápsula	capsule	kapsle	#VALUE!	kapsle	kapsle	kapsle	kapsle
kapslovka	capsule	Kapsel	capsule	капсула	cápsula	capsule	kapsle	#VALUE!	kapsle	kapsle	kapsle	kapsle
kapslík	capsule	Kapsel	capsule	капсула	cápsula	capsule	kapsle	#VALUE!	kapsle	kapsle	kapsle	kapsle
kapustička	cabbage	Kohl	kool	капуста	repollo	chou	zelí	#VALUE!	zelí	zelí	zelí	zelí
kapustka	cabbage	Kohl	kool	капуста	repollo	chou	zelí	#VALUE!	zelí	zelí	zelí	zelí
karabinka	carabiner	Karabiner	karabijn	карабинер	carabinero	carabiner	Carabiner	#VALUE!	karabina	Carabiner	Carabineer	karabina
karabáček	carabiner	Karabiner	karabijn	карабинер	carabinero	carabiner	Carabiner	#VALUE!	karabina	Carabiner	Carabineer	karabina
karafiátek	carnation	Nelke	anjer	гвоздика	clavel	œillet	karafiát	#VALUE!	karafiát	karafiát	karafiát	poutko
karásek	karasek	Karasek	Karasek	Карасек	Karasek	karasek	Karasek	#VALUE!	Carasek	Karasek	Karask	Karasek
karikaturka	cartoon	Karikatur	tekenfilm	мультфильм	dibujos animados	dessin animé	kreslená pohádka	#VALUE!	kreslená pohádka	kreslená pohádka	Kreslená pohádka	kreslená pohádka
karkulka	Little	Wenig	Klein	Маленький	Poco	Peu	Málo	#VALUE!	Malý	Malý	Trošičku	Málo
kartička	card	Karte	kaart	открытка	tarjeta	carte	Kartu	#VALUE!	Mapa	Kartu	Kartu	mapa
kartka	card	Karte	kaart	открытка	tarjeta	carte	Kartu	#VALUE!	Mapa	Kartu	Kartu	mapa
kartonek	cardboard	Karton	karton	картон	cartulina	papier carton	lepenka	#VALUE!	lepenka	lepenka	lepenka	lepenka
kartáček	brush	Bürste	borstel	щетка	cepillo	brosser	štětec	#VALUE!	štětec	štětec	štětec	štětec
kasička	box	Kasten	doos	коробка	caja	boîte	box	#VALUE!	box	box	pokladna	box
kaskádička	cascade	Kaskade	cascade	каскад	cascada	Cascade	kaskáda	#VALUE!	kaskáda	kaskáda	vodopád	Kaskáda
kastlíček	castle	Schloss	kasteel	замок	castillo	Château	hrad	#VALUE!	hrad	zámek	hrad	hrad
kastrolek	saucepan	Topf	pan	кастрюля	cacerola	casserole	pánev	#VALUE!	pánev	hrnec	pánev	pánev
kastrůlek	saucepan	Topf	pan	кастрюля	cacerola	casserole	pánev	#VALUE!	pánev	hrnec	pánev	pánev
kasárník	guide	führen	gids	руководство	guía	guide	průvodce	#VALUE!	průvodce	řízení	průvodce	průvodce
kauzička	case	Fall	geval	кейс	caso	Cas	případ	#VALUE!	případ	Případ	případ	Případ
kaviárek	caviar	Kaviar	kaviaar	покров	caviar	caviar	kaviár	#VALUE!	kaviár	Pokrýt	kaviár	kaviár
kazetka	cassette	Kassette	cassette	кассета	casete	cassette	kazeta	#VALUE!	kazeta	kazeta	kazeta	kazeta
kašička	jelly	Gelee	gelei	желе	gelatina	gelée	želé	#VALUE!	želé	želé	želé	Goo
kašílek	bush	Busch	struik	куст	arbusto	buisson	keř	#VALUE!	keř	keř	keř	keř
kašnička	fountain	Brunnen	fontein	фонтан	fuente	Fontaine	kašna	#VALUE!	kašna	fontána	písmo	Kašna
kaštánek	chestnut	Kastanie	kastanje	каштан	castaña	châtaigne	Kaštan	#VALUE!	Kaštan	Kaštan	Kaštan	Kaštan
kbelíček	bucket	Eimer	emmer	ведро	balde	seau	Kbelík	#VALUE!	Kbelík	Kbelík	vědro	Kbelík
kejháček	shit	Scheisse	schijf	дерьмо	mierda	merde	hovno	#VALUE!	disk	hovno	hovno	hovno
kesírek	kess	Kess	Kess	Кесс	Kess	Kess	KESS	#VALUE!	KESS	KESS	KESS	KESS
kečupek	ketchup	Ketchup	ketchup	кетчуп	salsa de tomate	ketchup	kečup	#VALUE!	Kečup	kečup	kečup	kečup
keřík	bush	Busch	struik	куст	arbusto	buisson	keř	#VALUE!	keř	keř	keř	keř
keříček	bush	Busch	struik	куст	arbusto	buisson	keř	#VALUE!	keř	keř	keř	keř
křovíčko	bush	Busch	struik	куст	arbusto	buisson	keř	#VALUE!	keř	keř	keř	keř
klacík	stick	Stock	stok	палка	palo	coller	lepit	#VALUE!	lepit	lepit	lepit	držet se
klacíček	stick	Stock	stok	палка	palo	coller	lepit	#VALUE!	lepit	lepit	lepit	držet se
klásek	spikelet	Stiefelett	aartje	шиповник	espial	épikelet	klásek	Bota	tepna	šípek	Špionážní	Epikelet
klauzurka	clause	Klausel	clausule	пункт	cláusula	clause	doložka	#VALUE!	doložka	odstavec	doložka	doložka
klavírek	piano	Klavier	piano	пианино	piano	piano	klavír	#VALUE!	klavír	klavír	klavír	klavír
klícka	handle	handhaben	handvat	справиться	resolver	manipuler	Rukojeť	#VALUE!	Rukojeť	obchod	řešit	manipulovat
klenek	vault	Gewölbe	kluis	свод	bóveda	sauter	klenba	#VALUE!	bezpečný	Kód	klenba	přeskočit
klenotnička	jewelry	Schmuck	sieraden	Ювелирные изделия	joyas	bijoux	šperky	#VALUE!	šperky	Šperky	šperky	šperky
klenbička	vault	Gewölbe	kluis	свод	bóveda	sauter	klenba	#VALUE!	bezpečný	Kód	klenba	přeskočit
výkleneček	niche	Nische	niche	ниша	nicho	niche	výklenek	#VALUE!	výklenek	výklenek	výklenek	výklenek
klípek	tap	klopfen	tik	нажмите	tocar	robinet	klepněte	#VALUE!	klepněte	Klikněte	hrát si	kohoutek
klepítko	click	klicken	Klik	нажимать	hacer clic	Cliquez sur	klikněte	#VALUE!	Klikněte	lis	klikněte	Klikněte na
kleštík	tong	Zange	tong	щип	tople	pincement	Tong	#VALUE!	jazyk	kleště	Tople	špetka
klídek	clay	Ton	klei	глина	arcilla	argile	jíl	#VALUE!	jíl	jíl	jíl	jíl
klídeček	clay	Ton	klei	глина	arcilla	argile	jíl	#VALUE!	jíl	jíl	jíl	jíl
klička	handle	handhaben	handvat	справиться	resolver	manipuler	Rukojeť	#VALUE!	Rukojeť	obchod	řešit	manipulovat
klisnička	filly	Stutfohlen	merrieveulen	кобыл	potra	pouliche	klisnička	klisnička	Mirage	kobyla	klisnička	klisnička
klobouček	cap	Deckel	dop	крышка	gorra	casquette	víčko	#VALUE!	víčko	víčko	Víčko	víčko
slamáček	straw	Stroh	rietje	солома	Paja	paille	sláma	#VALUE!	sláma	sláma	Sláma	Sláma
tvrďáček	tough	hart	moeilijk	жесткий	pese	dure	Tvrdý	#VALUE!	obtížný	tvrdý	Vážil jsem	tvrdý
klokánek	kangaroo	Känguru	kangoeroe	кенгуру	canguro	kangourou	klokan	#VALUE!	klokan	klokan	klokan	klokan
poklonka	bow	Verneigung	boog	лук	arco	arc	luk	luk	luk	cibule	luk	luk
úklonka	inclination	Neigung	helling	склонность	inclinación	inclination	sklon	#VALUE!	sklon	sklon	sklon	sklon
úklonek	click	klicken	Klik	нажимать	hacer clic	Cliquez sur	klikněte	#VALUE!	Klikněte	lis	klikněte	Klikněte na
poklopeček	clerk	Sachbearbeiter	mantel	клерк	empleado	employé de bureau	úředník	úředník	kabát	úředník	zaměstnanec	úředník
poklůpek	hid	versteckt	verborgen	спрятан	escondido	se cacher	Skryt	#VALUE!	skrytý	skrytý	skrytý	schovat
záklopečka	zip	Postleitzahl	ritssluiting	молния	Código Postal	Zip *: français	zip	poštovní směrovací číslo	zip	Blesk	poštovní směrovací číslo	Zip *: francouzština
kloubek	joint	gemeinsam	gewricht	соединение	articulación	découper	kloub	#VALUE!	kloub	sloučenina	kloub	střih
kloubeček	joint	gemeinsam	gewricht	соединение	articulación	découper	kloub	#VALUE!	kloub	sloučenina	kloub	střih
klubíčko	ball	Ball	bal	мяч	pelota	Balle	míč	#VALUE!	míč	míč	míč	Míč
klouček	whippersnapper	Whippersnapper	whippernapper	Хипперснаппер	mequetrefe	freluquet	klouček	Klouček	psovod	Hippersnapper	klouček	strašný
klučík	boy	Junge	jongen	мальчик	chico	garçon	chlapec	#VALUE!	chlapec	chlapec	chlapec	chlapec
kladka	pulley	Rolle	katrol	шкив	polea	poulie	kladka	#VALUE!	kladka	kladka	kladka	kladka
kladička	roller	Rolle	rol	роллер	rodillo	rouleau	váleček	#VALUE!	role	Váleček	váleček	válec
obkladek	tiles	Fliesen	tegels	плитка	losas	carrelage	dlaždice	#VALUE!	podlahové dlaždice	dlaždice	desky	podlahová dlaždice
kladinka	switches	Schalter	schakelaars	переключатели	interruptor	interrupteurs	přepínače	#VALUE!	přepínače	přepínače	přepínač	přepínače
kladívko	hammer	Hammer	hamer	молоток	martillo	marteau	kladivo	#VALUE!	kladivo	kladivo	kladivo	kladivo
kladívečko	hammer	Hammer	hamer	молоток	martillo	marteau	kladivo	#VALUE!	kladivo	kladivo	kladivo	kladivo
podkladek	substrate	Substrat	substraat	субстрат	sustrato	substrat	Podklad	#VALUE!	Podklad	Podklad	substrát	Podklad
pokládek	laying	Verlegung	het leggen	прокладка	colocación	pose	Položení	#VALUE!	položit	podložka	umístění	položený
pokladnička	box	Kasten	doos	коробка	caja	boîte	box	#VALUE!	box	box	pokladna	box
vkládek	insertion	Einfügen	invoeging	вставка	inserción	insertion	vložení	#VALUE!	vložení	vložit	vložení	vložení
kláveska	key	Schlüssel	sleutel	ключ	llave	clé	klíč	#VALUE!	klíč	klíč	klíč	klíč
klínek	wedge	Keil	wig	клин	cuña	coin	klín	#VALUE!	klín	klín	kolébka	roh
klíneček	wedge	Keil	wig	клин	cuña	coin	klín	#VALUE!	klín	klín	kolébka	roh
klíček	key	Schlüssel	sleutel	ключ	llave	clé	klíč	#VALUE!	klíč	klíč	klíč	klíč
klíšťátko	tick	Tick	Kruis aan	поставить галочку	garrapata	cocher	klíště	#VALUE!	klíště	klíště	klíště	šek
kmotřeneček	godfather	Pate	peetvader	Крестный отец	padrino	parrain	kmotr	#VALUE!	kmotr	Kmotr	kmotr	kmotr
kmotřenečka	godfather	Pate	peetvader	Крестный отец	padrino	parrain	kmotr	#VALUE!	kmotr	Kmotr	kmotr	kmotr
kmotřík	godfather	Pate	peetvader	Крестный отец	padrino	parrain	kmotr	#VALUE!	kmotr	Kmotr	kmotr	kmotr
kmotříček	godfather	Pate	peetvader	Крестный отец	padrino	parrain	kmotr	#VALUE!	kmotr	Kmotr	kmotr	kmotr
kmínek	trunk	Rüssel	kofferbak	ствол	tronco	tronc	kmen	#VALUE!	kmen	kmen	kmen	kmen
knihovnička	bookshelf	Bücherregal	boekenplank	Книжная полка	estante para libros	étagère à livres	regál	regál	regál	Regál	Regál	regál
knížka	book	Buchen	boek	книга	libro	livre	rezervovat	#VALUE!	rezervovat	rezervovat	rezervovat	rezervovat
knížečka	book	Buchen	boek	книга	libro	livre	rezervovat	#VALUE!	rezervovat	rezervovat	rezervovat	rezervovat
knížtička	prince	Prinz	prins	принц	Príncipe	prince	princ	#VALUE!	princ	princ	Princ	princ
knoflíček	stud	Zucht	stoten	шпилька	semental	étalon	Stud	#VALUE!	narazit	sponka do vlasů	hřebec	Standard
knůtek	knob	Knopf	knop	ручка	mando	bouton	knoflík	#VALUE!	knoflík	pero	Poslal jsem	knoflík
knírek	mustache	Schnurrbart	snor	усы	Bigote	moustache	knír	knír	Knír	knír	Knír	knír
kníreček	mustache	Schnurrbart	snor	усы	Bigote	moustache	knír	knír	Knír	knír	Knír	knír
knížátko	princely	fürstlich	prinselijk	княжеский	principesco	princier	knížecí	#VALUE!	knížecí	knížecí	knížecí	knížecí
kněžík	priest	Priester	priester	священник	sacerdote	prêtre	kněz	#VALUE!	kněz	Kněz	kněz	kněz
kobereček	rug	Teppich	tapijt	коврик	alfombra	couverture	koberec	#VALUE!	koberec	rohož	koberec	Pokrýt
koblížek	donut	Krapfen	donut	пончик	rosquilla	Donut	Kobliha	#VALUE!	Kobliha	Kobliha	Kobliha	Kobliha
kobylka	Grasshopper	Heuschrecke	Sprinkhaan	Кузнечик	Saltamontes	Sauterelle	Saranče	saranče	Saranče	Saranče	Saranče	Saranče
koflíček	cafor	Cafor	kaap	CAFOR	cuidador	cafor	cafor	#VALUE!	pelerína	Cafor	pečovatel	Caor
kohoutek	tap	klopfen	tik	нажмите	tocar	robinet	klepněte	#VALUE!	klepněte	Klikněte	hrát si	kohoutek
kojeneček	infant	Kleinkind	zuigeling	младенец	niño	nourrisson	dítě	#VALUE!	dítě	dítě	chlapeček	dítě
koketka	coquette	Coquette	coquette	Кокет	coqueta	coquette	koketa	#VALUE!	koketa	Coket	koketa	koketní
kokřík	cocker	Cocker	pik	кокер	cocker	cocker	kohouk	#VALUE!	kohout	Coker	Kohouk	kohouk
koledníček	carolon	Carolon	Carolon	Carolon	Carolon	Carolon	Carolon	#VALUE!	Carolon	Carolon	Carolon	Carolon
kolegáček	colleague	Kollege	collega	коллега	colega	collègue	kolega	#VALUE!	spolupracovník	kolega	kolega	spolupracovník
kolejnička	rail	Schiene	het spoor	железнодорожный	carril	rail	železnice	#VALUE!	železnice	železnice	pruh	železnice
